SaleID,CustomerID,ProductID,Quantity,SaleDate,FeedbackScore
1513,933,38,2.0,2023-11-23 05:00:00,3.0
1514,138,44,3.0,2023-02-13 06:00:00,2.0
1515,661,44,2.0,2023-02-19 18:00:00,1.0
1516,605,37,1.0,2023-07-06 10:00:00,
1517,657,41,2.0,2024-02-16 10:00:00,1.0
1518,474,15,-1.0,2023-03-30 10:00:00,
1519,897,31,,2023-07-27 14:00:00,3.0
1520,613,41,2.0,2024-01-09 21:00:00,5.0
1521,748,10,3.0,2023-08-26 12:00:00,2.0
1522,433,26,-1.0,2023-02-08 22:00:00,2.0
1523,360,13,3.0,2023-09-12 05:00:00,5.0
1524,205,44,2.0,2023-07-15 09:00:00,1.0
1525,352,34,3.0,2023-01-17 10:00:00,3.0
1526,962,45,,2023-07-15 05:00:00,1.0
1527,399,26,2.0,2024-01-01 16:00:00,
1528,472,28,3.0,2024-01-17 21:00:00,
1529,294,33,-1.0,2023-09-07 04:00:00,1.0
1530,233,30,1.0,2024-02-19 06:00:00,5.0
1531,444,4,2.0,2023-04-02 07:00:00,
1532,750,20,2.0,2023-02-24 01:00:00,1.0
1533,142,50,2.0,2023-07-30 04:00:00,
1534,887,39,2.0,2023-02-18 10:00:00,3.0
1535,100,41,-1.0,2023-06-27 06:00:00,3.0
1536,647,5,1.0,2023-09-23 12:00:00,1.0
1537,67,5,-1.0,2023-03-05 15:00:00,1.0
1538,955,9,3.0,2023-06-30 22:00:00,
1539,594,34,2.0,2023-03-26 14:00:00,4.0
1540,558,46,1.0,2023-05-08 12:00:00,3.0
1541,534,18,2.0,2023-01-03 10:00:00,5.0
1542,165,1,2.0,2023-04-11 05:00:00,
1543,319,27,2.0,2023-07-28 14:00:00,1.0
1544,602,39,1.0,2023-09-14 13:00:00,4.0
1545,401,18,3.0,2023-11-04 07:00:00,5.0
1546,37,12,3.0,2023-07-07 18:00:00,3.0
1547,644,40,2.0,2023-08-06 06:00:00,1.0
1548,118,43,,2023-09-09 05:00:00,1.0
1549,517,40,-1.0,2023-03-16 04:00:00,4.0
1550,676,38,1.0,2023-08-15 23:00:00,
1551,933,50,3.0,2023-07-11 22:00:00,
1552,914,15,,2023-10-16 02:00:00,5.0
1553,652,17,2.0,2023-01-29 04:00:00,4.0
1554,240,46,-1.0,2023-05-30 06:00:00,3.0
1555,314,36,,2023-06-02 05:00:00,5.0
1556,512,9,-1.0,2023-11-27 00:00:00,4.0
1557,71,4,2.0,2024-01-31 19:00:00,3.0
1558,747,13,-1.0,2023-04-24 20:00:00,3.0
1559,376,15,-1.0,2023-07-19 11:00:00,2.0
1560,339,8,2.0,2023-04-25 18:00:00,
1561,546,6,1.0,2023-04-08 09:00:00,2.0
1562,124,22,-1.0,2023-06-01 19:00:00,2.0
1563,43,16,1.0,2023-11-19 09:00:00,3.0
1564,266,41,-1.0,2023-08-18 20:00:00,1.0
1565,127,4,1.0,2023-08-07 14:00:00,1.0
1566,41,43,3.0,2023-02-06 02:00:00,3.0
1567,607,27,1.0,2023-07-05 07:00:00,2.0
1568,603,4,,2023-07-31 07:00:00,5.0
1569,698,4,,2023-07-23 09:00:00,3.0
1570,547,38,,2024-02-01 06:00:00,1.0
1571,784,18,,2023-05-06 02:00:00,
1572,545,6,-1.0,2023-04-03 17:00:00,
1573,602,9,2.0,2024-01-13 08:00:00,5.0
1574,233,37,1.0,2023-07-21 02:00:00,5.0
1575,760,15,1.0,2023-11-14 13:00:00,1.0
1576,325,30,1.0,2024-02-08 17:00:00,
1577,858,46,,2023-08-18 04:00:00,1.0
1578,727,13,2.0,2024-02-09 04:00:00,
1579,963,15,-1.0,2023-12-20 06:00:00,4.0
1580,724,7,-1.0,2023-08-18 06:00:00,5.0
1581,33,24,-1.0,2023-02-20 10:00:00,5.0
1582,538,12,,2024-01-14 11:00:00,1.0
1583,172,21,3.0,2023-04-06 08:00:00,3.0
1584,905,38,,2023-04-01 23:00:00,3.0
1585,489,35,3.0,2023-04-30 06:00:00,
1586,572,35,3.0,2023-10-13 21:00:00,
1587,852,39,-1.0,2023-04-09 10:00:00,4.0
1588,405,3,1.0,2023-12-19 15:00:00,3.0
1589,824,47,2.0,2023-09-21 20:00:00,5.0
1590,915,29,,2023-06-19 08:00:00,
1591,846,2,-1.0,2024-02-02 18:00:00,4.0
1592,999,48,3.0,2023-01-26 17:00:00,3.0
1593,206,18,2.0,2023-05-17 17:00:00,3.0
1594,685,1,1.0,2023-08-06 18:00:00,3.0
1595,828,5,-1.0,2023-05-22 13:00:00,2.0
1596,95,8,,2023-05-08 17:00:00,4.0
1597,658,27,1.0,2023-02-01 22:00:00,5.0
1598,692,18,,2023-10-22 22:00:00,
1599,88,28,1.0,2023-08-08 23:00:00,3.0
1600,581,24,,2023-06-22 21:00:00,1.0
1601,637,17,3.0,2023-02-17 16:00:00,1.0
1602,54,4,-1.0,2023-06-27 00:00:00,3.0
1603,435,41,3.0,2023-06-21 06:00:00,3.0
1604,15,29,,2023-01-20 06:00:00,4.0
1605,264,31,3.0,2023-05-03 04:00:00,4.0
1606,713,21,1.0,2023-07-12 15:00:00,2.0
1607,597,34,-1.0,2023-06-08 21:00:00,1.0
1608,788,2,2.0,2023-09-20 20:00:00,4.0
1609,530,8,-1.0,2023-06-30 21:00:00,5.0
1610,363,25,2.0,2023-08-09 20:00:00,1.0
1611,973,25,-1.0,2023-10-11 12:00:00,4.0
1612,6,29,1.0,2023-05-17 18:00:00,1.0
1613,34,10,,2023-04-18 06:00:00,1.0
1614,978,1,3.0,2023-11-28 17:00:00,3.0
1615,162,16,1.0,2023-11-25 07:00:00,2.0
1616,994,12,1.0,2023-02-04 12:00:00,2.0
1617,434,41,3.0,2023-09-28 06:00:00,4.0
1618,569,38,-1.0,2023-11-13 15:00:00,1.0
1619,174,29,,2023-04-16 20:00:00,3.0
1620,338,18,3.0,2023-08-28 10:00:00,5.0
1621,622,2,,2023-12-22 06:00:00,3.0
1622,523,36,2.0,2024-02-03 14:00:00,
1623,189,24,3.0,2023-06-05 22:00:00,5.0
1624,761,4,2.0,2023-11-09 10:00:00,5.0
1625,271,9,3.0,2023-05-27 20:00:00,4.0
1626,482,18,3.0,2023-01-01 20:00:00,2.0
1627,907,50,1.0,2023-03-21 19:00:00,2.0
1628,589,16,2.0,2023-10-01 19:00:00,
1629,617,3,1.0,2024-01-11 18:00:00,3.0
1630,831,50,2.0,2023-03-25 20:00:00,5.0
1631,751,8,,2023-08-14 05:00:00,2.0
1632,826,46,1.0,2023-02-23 23:00:00,5.0
1633,817,15,1.0,2023-06-06 01:00:00,4.0
1634,287,50,3.0,2023-01-25 15:00:00,4.0
1635,256,36,3.0,2023-02-28 14:00:00,1.0
1636,609,36,2.0,2023-01-10 05:00:00,3.0
1637,306,22,3.0,2023-08-23 01:00:00,5.0
1638,431,40,,2023-09-18 08:00:00,5.0
1639,957,23,2.0,2023-07-04 02:00:00,
1640,775,14,-1.0,2023-02-05 18:00:00,
1641,862,32,,2023-03-16 07:00:00,5.0
1642,899,38,1.0,2023-10-30 11:00:00,
1643,20,25,1.0,2023-10-13 16:00:00,1.0
1644,183,27,1.0,2023-03-23 10:00:00,2.0
1645,939,17,3.0,2023-03-14 18:00:00,2.0
1646,393,28,-1.0,2023-05-11 12:00:00,3.0
1647,574,24,1.0,2023-12-01 20:00:00,3.0
1648,391,36,-1.0,2024-01-04 18:00:00,5.0
1649,80,45,2.0,2023-02-11 10:00:00,1.0
1650,741,2,1.0,2023-09-12 12:00:00,2.0
1651,776,10,3.0,2023-01-31 10:00:00,2.0
1652,421,14,3.0,2023-10-18 14:00:00,1.0
1653,225,50,2.0,2023-09-19 09:00:00,5.0
1654,738,14,2.0,2023-10-09 07:00:00,4.0
1655,2,22,-1.0,2023-05-27 05:00:00,4.0
1656,711,15,-1.0,2023-05-28 05:00:00,5.0
1657,19,38,1.0,2023-04-15 17:00:00,1.0
1658,57,7,3.0,2023-08-15 12:00:00,4.0
1659,261,5,-1.0,2023-06-01 01:00:00,1.0
1660,686,32,3.0,2023-01-20 09:00:00,5.0
1661,409,36,-1.0,2023-10-09 11:00:00,4.0
1662,713,34,2.0,2023-10-09 15:00:00,3.0
1663,946,40,2.0,2023-11-29 23:00:00,2.0
1664,370,37,-1.0,2023-01-07 13:00:00,1.0
1665,600,24,1.0,2023-06-15 00:00:00,3.0
1666,188,45,3.0,2024-01-04 00:00:00,4.0
1667,994,37,3.0,2023-08-16 22:00:00,2.0
1668,333,11,3.0,2023-01-08 17:00:00,
1669,396,26,2.0,2023-02-11 18:00:00,1.0
1670,684,20,,2024-02-01 04:00:00,3.0
1671,124,10,-1.0,2023-08-23 07:00:00,2.0
1672,177,15,2.0,2023-01-17 16:00:00,2.0
1673,830,21,3.0,2023-09-18 00:00:00,
1674,171,17,1.0,2024-01-08 12:00:00,5.0
1675,179,27,3.0,2024-02-18 20:00:00,2.0
1676,758,42,-1.0,2023-11-02 22:00:00,3.0
1677,340,45,,2024-02-14 16:00:00,2.0
1678,657,6,-1.0,2023-12-19 18:00:00,4.0
1679,586,42,,2023-12-31 20:00:00,
1680,42,2,-1.0,2023-11-28 14:00:00,
1681,128,48,2.0,2023-02-22 02:00:00,2.0
1682,295,22,-1.0,2023-05-11 23:00:00,2.0
1683,888,30,1.0,2023-11-06 14:00:00,5.0
1684,948,3,-1.0,2023-01-03 11:00:00,1.0
1685,740,27,-1.0,2023-11-24 07:00:00,5.0
1686,998,33,-1.0,2023-02-16 09:00:00,3.0
1687,737,46,,2023-05-08 09:00:00,1.0
1688,184,31,-1.0,2024-02-03 17:00:00,4.0
1689,871,8,2.0,2023-02-25 08:00:00,1.0
1690,188,2,,2023-07-28 03:00:00,4.0
1691,696,15,2.0,2023-10-06 10:00:00,4.0
1692,298,26,,2023-03-28 08:00:00,
1693,231,34,3.0,2023-07-19 17:00:00,
1694,769,30,,2023-10-12 13:00:00,1.0
1695,403,16,,2024-02-06 05:00:00,4.0
1696,926,31,2.0,2023-12-09 10:00:00,4.0
1697,113,9,2.0,2023-11-12 07:00:00,1.0
1698,478,36,2.0,2023-09-04 18:00:00,1.0
1699,59,41,,2023-03-06 14:00:00,3.0
1700,735,19,2.0,2023-02-12 01:00:00,2.0
1701,764,34,2.0,2023-06-06 11:00:00,4.0
1702,512,43,2.0,2023-12-28 17:00:00,
1703,41,23,,2024-01-25 06:00:00,1.0
1704,353,6,2.0,2023-11-30 17:00:00,4.0
1705,802,15,-1.0,2023-06-10 20:00:00,2.0
1706,235,12,,2023-05-12 04:00:00,3.0
1707,822,27,2.0,2023-04-15 23:00:00,
1708,447,13,1.0,2023-05-11 07:00:00,2.0
1709,366,15,1.0,2024-01-14 12:00:00,1.0
1710,702,37,2.0,2023-08-10 12:00:00,2.0
1711,730,24,1.0,2023-02-19 19:00:00,4.0
1712,135,32,2.0,2024-01-13 02:00:00,3.0
1713,949,7,3.0,2023-02-06 15:00:00,3.0
1714,932,7,-1.0,2023-10-19 05:00:00,3.0
1715,173,17,2.0,2023-04-14 15:00:00,
1716,116,5,-1.0,2023-04-29 08:00:00,4.0
1717,715,36,2.0,2023-06-30 09:00:00,4.0
1718,965,27,1.0,2023-05-03 02:00:00,4.0
1719,271,35,1.0,2023-09-25 16:00:00,
1720,723,17,2.0,2023-04-14 13:00:00,4.0
1721,436,18,-1.0,2023-08-28 11:00:00,
1722,148,12,-1.0,2023-02-06 19:00:00,
1723,770,29,1.0,2023-07-24 18:00:00,3.0
1724,466,26,2.0,2023-09-16 18:00:00,1.0
1725,30,37,1.0,2024-02-04 02:00:00,5.0
1726,740,10,1.0,2023-01-09 19:00:00,3.0
1727,396,35,,2023-04-05 19:00:00,5.0
1728,547,14,,2023-04-08 00:00:00,1.0
1729,985,27,,2023-07-26 06:00:00,
1730,36,12,-1.0,2023-05-19 07:00:00,5.0
1731,937,18,,2024-02-14 18:00:00,4.0
1732,573,42,2.0,2023-07-11 23:00:00,1.0
1733,124,17,2.0,2023-03-01 22:00:00,
1734,752,19,3.0,2023-01-20 11:00:00,4.0
1735,982,50,3.0,2023-08-16 18:00:00,3.0
1736,986,50,3.0,2023-05-19 17:00:00,1.0
1737,613,21,3.0,2023-08-31 20:00:00,2.0
1738,169,2,2.0,2023-12-25 15:00:00,
1739,293,13,-1.0,2023-01-30 00:00:00,1.0
1740,407,19,-1.0,2023-10-30 19:00:00,2.0
1741,38,45,3.0,2024-01-17 00:00:00,
1742,85,14,,2023-12-07 20:00:00,3.0
1743,320,4,2.0,2024-02-19 02:00:00,
1744,16,45,,2023-02-24 18:00:00,4.0
1745,639,22,-1.0,2023-04-06 21:00:00,5.0
1746,718,27,-1.0,2023-03-26 23:00:00,1.0
1747,82,8,-1.0,2023-10-24 04:00:00,
1748,35,11,1.0,2023-06-02 18:00:00,
1749,517,28,2.0,2023-02-08 02:00:00,4.0
1750,329,40,3.0,2023-01-01 12:00:00,4.0
1751,646,6,-1.0,2023-12-24 15:00:00,3.0
1752,662,7,,2023-09-25 19:00:00,5.0
1753,89,18,2.0,2023-03-06 00:00:00,1.0
1754,865,22,1.0,2023-01-31 16:00:00,4.0
1755,281,36,-1.0,2023-12-08 17:00:00,1.0
1756,229,42,,2023-12-27 12:00:00,2.0
1757,462,29,3.0,2023-01-19 21:00:00,2.0
1758,90,32,1.0,2023-07-01 01:00:00,4.0
1759,330,13,2.0,2023-02-08 15:00:00,4.0
1760,306,46,3.0,2023-09-20 03:00:00,3.0
1761,71,37,2.0,2023-12-12 01:00:00,2.0
1762,390,8,-1.0,2023-12-30 10:00:00,1.0
1763,954,28,1.0,2023-09-27 17:00:00,3.0
1764,719,39,3.0,2023-01-02 13:00:00,1.0
1765,410,16,1.0,2023-08-29 10:00:00,3.0
1766,593,34,-1.0,2023-04-17 10:00:00,1.0
1767,416,5,3.0,2023-11-15 00:00:00,2.0
1768,38,41,,2024-02-21 14:00:00,1.0
1769,336,22,,2023-10-03 20:00:00,1.0
1770,265,5,2.0,2023-02-09 04:00:00,5.0
1771,835,3,,2023-11-05 06:00:00,5.0
1772,359,19,3.0,2023-09-13 08:00:00,4.0
1773,454,5,-1.0,2024-02-14 13:00:00,3.0
1774,15,37,1.0,2023-04-22 16:00:00,
1775,926,24,-1.0,2023-07-01 10:00:00,
1776,140,46,,2023-05-08 10:00:00,
1777,171,17,3.0,2023-11-25 08:00:00,5.0
1778,800,16,-1.0,2023-01-31 18:00:00,1.0
1779,228,44,3.0,2023-01-23 10:00:00,1.0
1780,365,9,-1.0,2023-05-19 13:00:00,
1781,726,47,3.0,2023-06-26 15:00:00,5.0
1782,117,36,-1.0,2023-02-28 08:00:00,5.0
1783,624,41,1.0,2023-06-18 14:00:00,3.0
1784,324,10,-1.0,2023-08-03 01:00:00,4.0
1785,751,10,1.0,2023-06-26 05:00:00,5.0
1786,566,45,1.0,2023-06-24 15:00:00,1.0
1787,920,30,-1.0,2024-01-16 22:00:00,1.0
1788,853,40,-1.0,2023-08-19 18:00:00,
1789,123,45,,2023-04-23 04:00:00,5.0
1790,172,14,3.0,2023-08-11 12:00:00,
1791,794,45,2.0,2024-02-18 05:00:00,5.0
1792,484,1,1.0,2023-11-16 14:00:00,5.0
1793,270,9,3.0,2024-01-18 05:00:00,1.0
1794,451,47,-1.0,2023-03-17 07:00:00,1.0
1795,646,23,1.0,2023-08-01 23:00:00,2.0
1796,783,27,2.0,2023-06-16 05:00:00,5.0
1797,414,44,-1.0,2023-05-24 23:00:00,4.0
1798,797,10,,2023-05-02 03:00:00,4.0
1799,613,45,3.0,2023-10-05 03:00:00,5.0
1800,614,33,1.0,2023-12-12 07:00:00,
1801,561,43,,2023-09-18 04:00:00,2.0
1802,673,21,3.0,2023-04-23 09:00:00,4.0
1803,44,31,1.0,2023-06-17 08:00:00,5.0
1804,980,28,-1.0,2023-06-30 19:00:00,5.0
1805,325,30,3.0,2023-07-13 13:00:00,5.0
1806,748,23,1.0,2023-11-19 11:00:00,5.0
1807,585,23,1.0,2023-10-23 11:00:00,3.0
1808,879,27,,2023-07-15 12:00:00,5.0
1809,715,26,3.0,2023-03-14 11:00:00,2.0
1810,395,4,,2023-08-14 06:00:00,2.0
1811,979,38,3.0,2023-07-11 04:00:00,1.0
1812,918,38,-1.0,2023-05-11 05:00:00,4.0
1813,178,23,,2023-03-31 21:00:00,1.0
1814,592,19,3.0,2023-08-11 05:00:00,
1815,112,29,-1.0,2023-12-26 20:00:00,2.0
1816,841,2,3.0,2023-03-18 01:00:00,5.0
1817,505,27,2.0,2023-06-26 06:00:00,
1818,233,3,3.0,2023-05-26 07:00:00,2.0
1819,1,44,2.0,2024-01-13 05:00:00,2.0
1820,241,22,1.0,2024-02-12 00:00:00,5.0
1821,897,29,,2023-06-01 23:00:00,4.0
1822,306,41,-1.0,2023-09-03 22:00:00,1.0
1823,545,47,1.0,2023-09-24 01:00:00,2.0
1824,996,31,,2023-08-23 22:00:00,1.0
1825,231,45,,2023-09-25 15:00:00,2.0
1826,516,31,,2023-11-23 02:00:00,
1827,857,15,-1.0,2023-11-19 15:00:00,1.0
1828,416,34,2.0,2023-05-06 12:00:00,3.0
1829,687,43,2.0,2023-11-16 15:00:00,5.0
1830,49,24,2.0,2024-02-02 20:00:00,3.0
1831,776,38,3.0,2024-02-20 17:00:00,5.0
1832,780,38,-1.0,2023-05-09 08:00:00,2.0
1833,81,45,3.0,2023-05-27 16:00:00,1.0
1834,994,21,3.0,2023-07-27 10:00:00,
1835,174,21,-1.0,2023-11-14 11:00:00,
1836,314,28,2.0,2023-07-01 03:00:00,3.0
1837,535,6,-1.0,2023-12-18 16:00:00,
1838,707,41,1.0,2023-02-26 02:00:00,
1839,622,33,3.0,2023-10-23 07:00:00,5.0
1840,267,29,2.0,2024-01-08 19:00:00,
1841,338,32,3.0,2023-08-24 11:00:00,
1842,378,36,3.0,2023-12-03 17:00:00,5.0
1843,419,8,1.0,2023-03-16 15:00:00,3.0
1844,717,24,-1.0,2023-11-06 12:00:00,
1845,900,29,3.0,2024-02-04 03:00:00,2.0
1846,995,6,1.0,2024-02-19 23:00:00,2.0
1847,645,28,-1.0,2023-04-05 14:00:00,1.0
1848,974,37,1.0,2024-02-11 22:00:00,2.0
1849,373,11,-1.0,2023-05-04 03:00:00,4.0
1850,168,34,-1.0,2023-05-24 11:00:00,5.0
1851,683,13,1.0,2023-11-19 07:00:00,5.0
1852,77,11,1.0,2023-02-04 17:00:00,1.0
1853,130,30,1.0,2023-09-28 18:00:00,
1854,478,37,1.0,2023-05-05 15:00:00,2.0
1855,775,11,,2023-11-21 16:00:00,3.0
1856,344,49,2.0,2023-03-31 14:00:00,4.0
1857,283,49,,2023-06-17 14:00:00,2.0
1858,420,47,1.0,2023-11-14 06:00:00,
1859,863,1,1.0,2023-09-13 03:00:00,4.0
1860,746,19,2.0,2023-05-20 02:00:00,1.0
1861,206,37,2.0,2023-06-30 23:00:00,2.0
1862,534,34,3.0,2023-07-05 23:00:00,3.0
1863,589,43,2.0,2023-04-09 23:00:00,4.0
1864,247,22,3.0,2024-01-12 19:00:00,1.0
1865,226,11,3.0,2023-08-21 02:00:00,5.0
1866,707,29,-1.0,2023-12-25 06:00:00,5.0
1867,67,20,-1.0,2023-12-21 07:00:00,
1868,177,43,-1.0,2024-01-05 23:00:00,
1869,822,25,3.0,2023-03-20 14:00:00,5.0
1870,948,40,3.0,2023-02-19 21:00:00,1.0
1871,649,11,2.0,2023-09-25 18:00:00,
1872,665,29,3.0,2024-01-07 06:00:00,5.0
1873,273,21,,2023-05-03 07:00:00,4.0
1874,211,26,,2023-09-22 05:00:00,3.0
1875,676,46,1.0,2023-03-01 13:00:00,3.0
1876,129,50,,2023-09-20 18:00:00,3.0
1877,805,4,,2023-06-02 01:00:00,3.0
1878,405,27,,2023-03-22 17:00:00,3.0
1879,755,1,2.0,2023-08-04 11:00:00,5.0
1880,572,40,,2023-11-20 11:00:00,4.0
1881,103,32,1.0,2023-09-24 08:00:00,4.0
1882,3,8,,2023-02-18 01:00:00,5.0
1883,579,36,2.0,2023-09-18 09:00:00,1.0
1884,122,49,,2023-10-21 04:00:00,5.0
1885,937,13,2.0,2023-06-26 04:00:00,3.0
1886,55,8,2.0,2023-07-27 06:00:00,5.0
1887,579,43,-1.0,2023-09-24 16:00:00,1.0
1888,961,29,2.0,2023-06-01 15:00:00,5.0
1889,337,21,2.0,2023-06-15 11:00:00,3.0
1890,916,45,3.0,2024-02-04 17:00:00,
1891,418,16,2.0,2023-05-21 15:00:00,4.0
1892,584,39,-1.0,2023-04-14 14:00:00,
1893,1000,46,1.0,2023-10-17 17:00:00,2.0
1894,353,15,3.0,2023-01-26 05:00:00,3.0
1895,863,44,3.0,2023-11-07 03:00:00,4.0
1896,344,14,1.0,2023-09-04 23:00:00,3.0
1897,221,11,-1.0,2023-04-13 05:00:00,3.0
1898,398,3,1.0,2023-05-31 08:00:00,4.0
1899,807,29,3.0,2023-03-03 19:00:00,1.0
1900,358,1,,2023-07-08 06:00:00,1.0
1901,596,22,1.0,2023-05-07 13:00:00,5.0
1902,262,35,3.0,2024-01-25 15:00:00,1.0
1903,62,1,2.0,2023-11-17 11:00:00,1.0
1904,427,38,-1.0,2023-06-21 11:00:00,
1905,288,48,-1.0,2023-03-01 10:00:00,3.0
1906,680,44,3.0,2023-01-21 16:00:00,1.0
1907,802,18,,2023-05-20 16:00:00,1.0
1908,507,13,,2024-01-02 09:00:00,2.0
1909,508,43,-1.0,2023-02-01 14:00:00,4.0
1910,649,49,-1.0,2023-02-04 21:00:00,1.0
1911,303,27,,2023-06-30 06:00:00,2.0
1912,256,17,2.0,2023-03-30 15:00:00,4.0
1913,7,29,,2023-02-12 14:00:00,5.0
1914,157,3,,2024-01-01 01:00:00,2.0
1915,892,9,1.0,2023-08-22 21:00:00,5.0
1916,282,41,-1.0,2023-08-21 12:00:00,
1917,689,34,,2023-02-14 01:00:00,4.0
1918,794,22,,2024-02-02 13:00:00,
1919,972,2,-1.0,2023-10-13 15:00:00,5.0
1920,772,35,1.0,2023-11-03 04:00:00,5.0
1921,682,18,-1.0,2024-01-12 20:00:00,4.0
1922,805,46,-1.0,2023-03-30 16:00:00,1.0
1923,370,30,,2023-04-26 06:00:00,1.0
1924,152,33,1.0,2023-03-29 20:00:00,3.0
1925,9,17,,2023-05-31 16:00:00,2.0
1926,174,3,,2023-03-06 08:00:00,5.0
1927,946,25,3.0,2023-10-16 01:00:00,4.0
1928,264,28,2.0,2023-03-13 14:00:00,5.0
1929,991,34,3.0,2023-11-06 18:00:00,5.0
1930,723,11,3.0,2023-11-03 20:00:00,4.0
1931,497,43,2.0,2023-09-17 18:00:00,
1932,170,15,,2023-01-31 04:00:00,4.0
1933,196,44,,2023-10-06 00:00:00,5.0
1934,254,29,-1.0,2023-12-01 12:00:00,5.0
1935,814,7,1.0,2023-08-17 19:00:00,1.0
1936,584,31,1.0,2023-02-16 23:00:00,2.0
1937,797,13,1.0,2023-05-04 04:00:00,2.0
1938,458,44,2.0,2023-08-03 19:00:00,3.0
1939,749,34,-1.0,2023-07-20 16:00:00,
1940,507,10,-1.0,2023-09-16 09:00:00,5.0
1941,127,22,2.0,2023-09-17 07:00:00,3.0
1942,557,28,,2023-12-28 21:00:00,1.0
1943,92,23,-1.0,2023-10-24 09:00:00,5.0
1944,730,26,3.0,2023-08-08 18:00:00,3.0
1945,723,20,,2023-12-22 15:00:00,2.0
1946,340,24,1.0,2023-05-07 19:00:00,1.0
1947,64,1,2.0,2023-10-15 23:00:00,4.0
1948,977,33,1.0,2023-01-07 05:00:00,1.0
1949,345,40,,2023-11-12 13:00:00,2.0
1950,853,24,1.0,2023-06-25 05:00:00,3.0
1951,121,40,,2023-08-17 20:00:00,5.0
1952,882,35,2.0,2023-04-23 01:00:00,
1953,243,19,2.0,2023-06-25 20:00:00,4.0
1954,893,26,,2024-01-15 05:00:00,1.0
1955,913,30,,2023-02-05 01:00:00,5.0
1956,178,16,-1.0,2023-12-06 00:00:00,5.0
1957,817,5,2.0,2023-09-26 05:00:00,1.0
1958,254,1,,2024-02-09 03:00:00,3.0
1959,794,3,2.0,2023-09-16 07:00:00,2.0
1960,19,21,1.0,2023-04-27 10:00:00,3.0
1961,377,42,1.0,2023-11-14 17:00:00,2.0
1962,413,7,,2023-12-20 02:00:00,3.0
1963,650,18,1.0,2023-11-25 17:00:00,4.0
1964,573,48,2.0,2023-10-03 07:00:00,4.0
1965,404,36,2.0,2024-01-19 02:00:00,
1966,462,27,2.0,2023-12-10 15:00:00,5.0
1967,974,28,,2023-02-28 00:00:00,3.0
1968,905,46,,2023-03-22 01:00:00,4.0
1969,642,6,2.0,2023-10-20 10:00:00,3.0
1970,445,33,1.0,2023-05-31 21:00:00,1.0
1971,941,17,3.0,2023-07-22 00:00:00,1.0
1972,701,43,2.0,2023-04-06 11:00:00,1.0
1973,873,45,,2023-03-30 21:00:00,1.0
1974,999,36,2.0,2023-01-23 22:00:00,1.0
1975,193,48,,2023-03-14 12:00:00,3.0
1976,440,22,1.0,2023-08-09 09:00:00,
1977,475,44,1.0,2023-03-17 17:00:00,2.0
1978,615,28,3.0,2023-07-15 18:00:00,
1979,699,44,-1.0,2023-08-04 21:00:00,1.0
1980,785,15,,2023-05-06 18:00:00,4.0
1981,959,27,3.0,2023-01-01 17:00:00,2.0
1982,615,36,1.0,2023-03-15 18:00:00,4.0
1983,694,30,-1.0,2023-03-20 16:00:00,1.0
1984,184,40,-1.0,2023-03-31 16:00:00,1.0
1985,146,14,,2023-03-10 10:00:00,
1986,520,17,2.0,2023-11-23 22:00:00,1.0
1987,815,11,1.0,2023-06-24 17:00:00,2.0
1988,961,48,1.0,2024-01-29 00:00:00,
1989,619,21,3.0,2024-01-06 18:00:00,2.0
1990,617,50,2.0,2023-01-23 05:00:00,2.0
1991,34,9,-1.0,2023-01-06 12:00:00,4.0
1992,493,45,1.0,2023-11-18 18:00:00,4.0
1993,931,21,3.0,2023-12-19 10:00:00,1.0
1994,470,34,2.0,2023-02-10 04:00:00,4.0
1995,609,30,-1.0,2023-12-30 07:00:00,4.0
1996,113,39,1.0,2023-09-25 04:00:00,2.0
1997,32,32,,2023-12-12 05:00:00,2.0
1998,446,19,,2023-11-24 05:00:00,1.0
1999,860,9,,2023-02-15 15:00:00,1.0
2000,416,20,3.0,2023-10-16 17:00:00,3.0
2001,178,18,2.0,2024-01-21 14:00:00,2.0
2002,826,12,-1.0,2023-03-07 01:00:00,4.0
2003,505,25,1.0,2023-03-11 14:00:00,2.0
2004,159,36,1.0,2023-09-11 15:00:00,3.0
2005,166,23,1.0,2023-10-05 21:00:00,
2006,614,2,1.0,2023-09-05 05:00:00,1.0
2007,512,8,1.0,2024-01-03 21:00:00,1.0
2008,127,5,1.0,2023-11-28 01:00:00,1.0
2009,940,5,2.0,2023-05-27 04:00:00,5.0
2010,437,50,-1.0,2023-03-25 10:00:00,
2011,680,20,2.0,2023-09-02 10:00:00,2.0
2012,509,2,3.0,2023-01-08 00:00:00,2.0
2013,6,49,2.0,2023-04-18 20:00:00,4.0
2014,37,15,3.0,2023-09-04 01:00:00,1.0
2015,372,20,,2024-02-02 01:00:00,
2016,598,31,3.0,2023-09-24 00:00:00,1.0
2017,493,35,2.0,2023-11-23 00:00:00,4.0
2018,477,7,-1.0,2024-02-12 11:00:00,3.0
2019,351,44,2.0,2023-07-12 21:00:00,2.0
2020,446,38,-1.0,2023-12-23 16:00:00,2.0
2021,177,17,,2024-01-23 03:00:00,5.0
2022,985,39,1.0,2023-10-14 10:00:00,5.0
2023,552,7,3.0,2023-09-29 17:00:00,4.0
2024,858,21,2.0,2024-01-10 03:00:00,
2025,487,11,3.0,2023-10-04 23:00:00,3.0
2026,795,45,2.0,2024-02-14 09:00:00,1.0
